Adolfo Suárez Madrid–Barajas Airport	Eleftherios Venizelos International Airport	4
Manchester Airport	Eleftherios Venizelos International Airport	6
Mytilene International Airport	Eleftherios Venizelos International Airport	4
Milos Airport	Eleftherios Venizelos International Airport	4
Marseille Provence Airport	Eleftherios Venizelos International Airport	6
Munich International Airport	Eleftherios Venizelos International Airport	7
Malpensa International Airport	Eleftherios Venizelos International Airport	6
Nantes Atlantique Airport	Eleftherios Venizelos International Airport	4
Oslo Gardermoen Airport	Eleftherios Venizelos International Airport	6
Henri Coandă International Airport	Eleftherios Venizelos International Airport	6
Paros Airport	Eleftherios Venizelos International Airport	4
Philadelphia International Airport	Eleftherios Venizelos International Airport	6
Václav Havel Airport Prague	Eleftherios Venizelos International Airport	2
Diagoras Airport	Eleftherios Venizelos International Airport	7
Thessaloniki Macedonia International Airport	Eleftherios Venizelos International Airport	9
Skiros Airport	Eleftherios Venizelos International Airport	4
Samos Airport	Eleftherios Venizelos International Airport	4
Sofia Airport	Eleftherios Venizelos International Airport	8
Tbilisi International Airport	Eleftherios Venizelos International Airport	2
Tirana International Airport Mother Teresa	Eleftherios Venizelos International Airport	4
Ben Gurion International Airport	Eleftherios Venizelos International Airport	4
Berlin-Tegel International Airport	Eleftherios Venizelos International Airport	4
Vienna International Airport	Eleftherios Venizelos International Airport	4
Warsaw Chopin Airport	Eleftherios Venizelos International Airport	4
Dionysios Solomos Airport	Eleftherios Venizelos International Airport	4
Heraklion International Nikos Kazantzakis Airport	Bordeaux-Mérignac Airport	2
Heraklion International Nikos Kazantzakis Airport	Brussels Airport	6
Heraklion International Nikos Kazantzakis Airport	Charles de Gaulle International Airport	2
Diagoras Airport	Charles de Gaulle International Airport	2
Thessaloniki Macedonia International Airport	Charles de Gaulle International Airport	2
Domodedovo International Airport	Ioannis Kapodistrias International Airport	2
Thessaloniki Macedonia International Airport	Chania International Airport	6
Thessaloniki Macedonia International Airport	Copenhagen Kastrup Airport	4
Heraklion International Nikos Kazantzakis Airport	Domodedovo International Airport	6
Kos Airport	Domodedovo International Airport	2
Diagoras Airport	Domodedovo International Airport	6
Thessaloniki Macedonia International Airport	Domodedovo International Airport	6
Kalamata Airport	Düsseldorf International Airport	2
Heraklion International Nikos Kazantzakis Airport	Frankfurt am Main International Airport	8
Thessaloniki Macedonia International Airport	Frankfurt am Main International Airport	5
Francisco de Sá Carneiro Airport	Geneva Cointrin International Airport	8
Pulkovo Airport	Heraklion International Nikos Kazantzakis Airport	4
Marseille Provence Airport	Heraklion International Nikos Kazantzakis Airport	2
Munich International Airport	Heraklion International Nikos Kazantzakis Airport	10
Diagoras Airport	Heraklion International Nikos Kazantzakis Airport	4
Thessaloniki Macedonia International Airport	Heraklion International Nikos Kazantzakis Airport	4
Ben Gurion International Airport	Heraklion International Nikos Kazantzakis Airport	2
Vienna International Airport	Heraklion International Nikos Kazantzakis Airport	8
Kos Airport	Kalymnos Airport	4
Leros Airport	Kalymnos Airport	4
Kasos Airport	Sitia Airport	4
Leros Airport	Astypalaia Airport	4
Diagoras Airport	Kos Airport	4
Munich International Airport	Kalamata Airport	4
Diagoras Airport	Kastelorizo Airport	4
Thessaloniki Macedonia International Airport	Larnaca International Airport	4
Diagoras Airport	Pulkovo Airport	6
Thessaloniki Macedonia International Airport	Pulkovo Airport	4
Thessaloniki Macedonia International Airport	Mytilene International Airport	4
Thessaloniki Macedonia International Airport	Munich International Airport	8
Thessaloniki Macedonia International Airport	Nuremberg Airport	4
Thessaloniki Macedonia International Airport	Diagoras Airport	4
Zürich Airport	Lisbon Portela Airport	10
El Trompillo Airport	Yacuiba Airport	4
Capitan Oriel Lea Plaza Airport	Yacuiba Airport	4
Teniente Av. Jorge Henrich Arauz Airport	Jorge Wilsterman International Airport	2
Teniente Av. Jorge Henrich Arauz Airport	Capitán Aníbal Arab Airport	2
Teniente Av. Jorge Henrich Arauz Airport	Capitán de Av. Emilio Beltrán Airport	2
Capitan Nicolas Rojas Airport	El Alto International Airport	4
El Trompillo Airport	El Alto International Airport	2
Teniente Av. Jorge Henrich Arauz Airport	El Alto International Airport	2
Teniente Av. Jorge Henrich Arauz Airport	Capitán Av. Selin Zeitun Lopez Airport	2
Teniente Av. Jorge Henrich Arauz Airport	El Trompillo Airport	4
Castres-Mazamet Airport	Agen-La Garenne Airport	2
Paris-Orly Airport	Agen-La Garenne Airport	2
Toul Rosières Air Base	Ajaccio-Napoléon Bonaparte Airport	2
Castres-Mazamet Airport	Ajaccio-Napoléon Bonaparte Airport	2
Poitiers-Biard Airport	Ajaccio-Napoléon Bonaparte Airport	2
Clermont-Ferrand Auvergne Airport	Amsterdam Airport Schiphol	6
Strasbourg Airport	Amsterdam Airport Schiphol	6
Paris-Orly Airport	Aurillac Airport	2
Lyon Saint-Exupéry Airport	Brest Bretagne Airport	4
Nice-Côte d'Azur Airport	Brest Bretagne Airport	2
Lille-Lesquin Airport	Bastia-Poretta Airport	4
Geneva Cointrin International Airport	Biarritz-Anglet-Bayonne Airport	4
Lille-Lesquin Airport	Biarritz-Anglet-Bayonne Airport	2
Lyon Saint-Exupéry Airport	Biarritz-Anglet-Bayonne Airport	2
Nice-Côte d'Azur Airport	Biarritz-Anglet-Bayonne Airport	2
Lyon Saint-Exupéry Airport	Bologna Guglielmo Marconi Airport	4
Leonardo da Vinci–Fiumicino Airport	Bordeaux-Mérignac Airport	6
Lille-Lesquin Airport	Bordeaux-Mérignac Airport	4
Lyon Saint-Exupéry Airport	Bordeaux-Mérignac Airport	4
Nice-Côte d'Azur Airport	Bordeaux-Mérignac Airport	4
Nantes Atlantique Airport	Bordeaux-Mérignac Airport	4
Strasbourg Airport	Bordeaux-Mérignac Airport	4
Lyon Saint-Exupéry Airport	Brussels Airport	8
Nantes Atlantique Airport	Brussels Airport	4
Paris-Orly Airport	Toul Rosières Air Base	2
Lyon Saint-Exupéry Airport	Clermont-Ferrand Auvergne Airport	2
Nice-Côte d'Azur Airport	Clermont-Ferrand Auvergne Airport	2
Lyon Saint-Exupéry Airport	Caen-Carpiquet Airport	2
Nice-Côte d'Azur Airport	Caen-Carpiquet Airport	2
Paris-Orly Airport	Caen-Carpiquet Airport	2
Nantes Atlantique Airport	Calvi-Sainte-Catherine Airport	4
Paris-Orly Airport	Castres-Mazamet Airport	2
Nantes Atlantique Airport	Düsseldorf International Airport	4
Lyon Saint-Exupéry Airport	Metz-Nancy-Lorraine Airport	2
Nice-Côte d'Azur Airport	Metz-Nancy-Lorraine Airport	2
Lyon Saint-Exupéry Airport	Leonardo da Vinci–Fiumicino Airport	8
Strasbourg Airport	Leonardo da Vinci–Fiumicino Airport	6
Lyon Saint-Exupéry Airport	Peretola Airport	4
Lille-Lesquin Airport	Figari Sud-Corse Airport	2
Nantes Atlantique Airport	Figari Sud-Corse Airport	4
Lyon Saint-Exupéry Airport	Gothenburg-Landvetter Airport	4
Paris-Orly Airport	Lannion-Côte de Granit Airport	2
Paris-Orly Airport	Tarbes-Lourdes-Pyrénées Airport	2
Lyon Saint-Exupéry Airport	Lille-Lesquin Airport	2
Montpellier-Méditerranée Airport	Lille-Lesquin Airport	2
Nantes Atlantique Airport	Lille-Lesquin Airport	2
Strasbourg Airport	Lille-Lesquin Airport	2
Toulouse-Blagnac Airport	Lille-Lesquin Airport	4
Paris-Orly Airport	La Rochelle-Île de Ré Airport	2
Poitiers-Biard Airport	La Rochelle-Île de Ré Airport	4
Paris-Orly Airport	Lorient South Brittany (Bretagne Sud) Airport	2
Montpellier-Méditerranée Airport	Lyon Saint-Exupéry Airport	2
Marseille Provence Airport	Lyon Saint-Exupéry Airport	2
Malpensa International Airport	Lyon Saint-Exupéry Airport	6
Nantes Atlantique Airport	Lyon Saint-Exupéry Airport	5
Poitiers-Biard Airport	Lyon Saint-Exupéry Airport	4
Václav Havel Airport Prague	Lyon Saint-Exupéry Airport	4
Pau Pyrénées Airport	Lyon Saint-Exupéry Airport	2
Rennes-Saint-Jacques Airport	Lyon Saint-Exupéry Airport	2
Strasbourg Airport	Lyon Saint-Exupéry Airport	2
Venice Marco Polo Airport	Lyon Saint-Exupéry Airport	6
Nantes Atlantique Airport	Montpellier-Méditerranée Airport	4
Strasbourg Airport	Montpellier-Méditerranée Airport	4
Strasbourg Airport	Marseille Provence Airport	2
Toulouse-Blagnac Airport	Marseille Provence Airport	2
Nantes Atlantique Airport	Malpensa International Airport	6
Rennes-Saint-Jacques Airport	Nice-Côte d'Azur Airport	2
Toulouse-Blagnac Airport	Nice-Côte d'Azur Airport	4
Strasbourg Airport	Nantes Atlantique Airport	4
Toulouse-Blagnac Airport	Nantes Atlantique Airport	4
Perpignan-Rivesaltes (Llabanère) Airport	Paris-Orly Airport	2
Rodez-Marcillac Airport	Paris-Orly Airport	2
Quimper-Cornouaille Airport	Paris-Orly Airport	2
Toulouse-Blagnac Airport	Rennes-Saint-Jacques Airport	2
Bugungu Airport	Entebbe International Airport	2
Tbilisi International Airport	Amsterdam Airport Schiphol	4
Domodedovo International Airport	Batumi International Airport	4
Tbilisi International Airport	Batumi International Airport	2
Tbilisi International Airport	Charles de Gaulle International Airport	4
Tbilisi International Airport	Kopitnari Airport	1
Tbilisi International Airport	Riga International Airport	4
Vienna International Airport	Tbilisi International Airport	4
Vnukovo International Airport	Tbilisi International Airport	2
Vnukovo International Airport	Kopitnari Airport	1
Charlotte Douglas International Airport	Lehigh Valley International Airport	4
Philadelphia International Airport	Lehigh Valley International Airport	4
Dallas Fort Worth International Airport	Abilene Regional Airport	4
Dallas Fort Worth International Airport	Albuquerque International Sunport Airport	4
Los Angeles International Airport	Albuquerque International Sunport Airport	10
Chicago O'Hare International Airport	Albuquerque International Sunport Airport	6
Phoenix Sky Harbor International Airport	Albuquerque International Sunport Airport	7
London Heathrow Airport	Aberdeen Dyce Airport	10
London Heathrow Airport	Kotoka International Airport	4
Dallas Fort Worth International Airport	Waco Regional Airport	4
Brisbane International Airport	Adelaide International Airport	10
Sydney Kingsford Smith International Airport	Adelaide International Airport	10
Dallas Fort Worth International Airport	Alexandria International Airport	4
London Heathrow Airport	Málaga Airport	4
Charlotte Douglas International Airport	Augusta Regional At Bush Field	4
Ronald Reagan Washington National Airport	Augusta Regional At Bush Field	4
Dallas Fort Worth International Airport	Jesús Terán Paredo International Airport	4
Brisbane International Airport	Auckland International Airport	15
Faa'a International Airport	Auckland International Airport	8
Sydney Kingsford Smith International Airport	Auckland International Airport	21
Charlotte Douglas International Airport	Albany International Airport	4
Ronald Reagan Washington National Airport	Albany International Airport	4
Philadelphia International Airport	Albany International Airport	4
Chicago O'Hare International Airport	Waterloo Regional Airport	4
Dallas Fort Worth International Airport	Rick Husband Amarillo International Airport	4
John F Kennedy International Airport	Queen Alia International Airport	6
Chicago O'Hare International Airport	Queen Alia International Airport	6
Montreal / Pierre Elliott Trudeau International Airport	Queen Alia International Airport	6
London Heathrow Airport	Amsterdam Airport Schiphol	10
Philadelphia International Airport	Amsterdam Airport Schiphol	4
Los Angeles International Airport	Ted Stevens Anchorage International Airport	4
Phoenix Sky Harbor International Airport	Ted Stevens Anchorage International Airport	4
Charlotte Douglas International Airport	V.C. Bird International Airport	4
John F Kennedy International Airport	V.C. Bird International Airport	4
Miami International Airport	V.C. Bird International Airport	4
Jorge Chávez International Airport	Rodríguez Ballón International Airport	8
London Heathrow Airport	Stockholm-Arlanda Airport	12
Chicago O'Hare International Airport	Watertown International Airport	4
Philadelphia International Airport	Watertown International Airport	4
Sydney Kingsford Smith International Airport	Alice Springs Airport	6
Miami International Airport	Silvio Pettirossi International Airport	4
Charlotte Douglas International Airport	Hartsfield Jackson Atlanta International Airport	16
Dallas Fort Worth International Airport	Hartsfield Jackson Atlanta International Airport	21
London Heathrow Airport	Hartsfield Jackson Atlanta International Airport	16
Miami International Airport	Hartsfield Jackson Atlanta International Airport	24
Chicago O'Hare International Airport	Hartsfield Jackson Atlanta International Airport	39
Philadelphia International Airport	Hartsfield Jackson Atlanta International Airport	18
Phoenix Sky Harbor International Airport	Hartsfield Jackson Atlanta International Airport	18
Charlotte Douglas International Airport	Queen Beatrix International Airport	4
Philadelphia International Airport	Queen Beatrix International Airport	4
Bandaranaike International Colombo Airport	Abu Dhabi International Airport	10
Düsseldorf International Airport	Abu Dhabi International Airport	6
Washington Dulles International Airport	Abu Dhabi International Airport	4
Benazir Bhutto International Airport	Abu Dhabi International Airport	12
John F Kennedy International Airport	Abu Dhabi International Airport	4
Alama Iqbal International Airport	Abu Dhabi International Airport	14
London Heathrow Airport	Abu Dhabi International Airport	9
Muscat International Airport	Abu Dhabi International Airport	23
Chicago O'Hare International Airport	Abu Dhabi International Airport	4
Charlotte Douglas International Airport	Austin Bergstrom International Airport	4
Dallas Fort Worth International Airport	Austin Bergstrom International Airport	5
John F Kennedy International Airport	Austin Bergstrom International Airport	8
Los Angeles International Airport	Austin Bergstrom International Airport	10
London Heathrow Airport	Austin Bergstrom International Airport	8
Louis Armstrong New Orleans International Airport	Austin Bergstrom International Airport	5
Chicago O'Hare International Airport	Austin Bergstrom International Airport	6
Philadelphia International Airport	Austin Bergstrom International Airport	4
Phoenix Sky Harbor International Airport	Austin Bergstrom International Airport	6
Charlotte Douglas International Airport	Asheville Regional Airport	4
Charlotte Douglas International Airport	Wilkes Barre Scranton International Airport	4
Philadelphia International Airport	Wilkes Barre Scranton International Airport	4
Chicago O'Hare International Airport	Kalamazoo Battle Creek International Airport	4
London Heathrow Airport	Bahrain International Airport	8
John F Kennedy International Airport	Barcelona International Airport	18
London Heathrow Airport	Barcelona International Airport	6
Miami International Airport	Barcelona International Airport	10
Philadelphia International Airport	Barcelona International Airport	4
John F Kennedy International Airport	L.F. Wade International International Airport	8
Miami International Airport	L.F. Wade International International Airport	4
Philadelphia International Airport	L.F. Wade International International Airport	4
Charlotte Douglas International Airport	Bradley International Airport	4
Ronald Reagan Washington National Airport	Bradley International Airport	4
Dallas Fort Worth International Airport	Bradley International Airport	4
Los Angeles International Airport	Bradley International Airport	6
Miami International Airport	Bradley International Airport	4
Chicago O'Hare International Airport	Bradley International Airport	6
Philadelphia International Airport	Bradley International Airport	4
Pittsburgh International Airport	Bradley International Airport	4
Phoenix Sky Harbor International Airport	Meadows Field	4
Miami International Airport	Sir Grantley Adams International Airport	4
Philadelphia International Airport	Greater Binghamton/Edwin A Link field	4
London Heathrow Airport	Bergen Airport Flesland	4
Ronald Reagan Washington National Airport	Bangor International Airport	4
Philadelphia International Airport	Bangor International Airport	4
London Heathrow Airport	George Best Belfast City Airport	8
Charlotte Douglas International Airport	Birmingham-Shuttlesworth International Airport	4
Ronald Reagan Washington National Airport	Birmingham-Shuttlesworth International Airport	4
Dallas Fort Worth International Airport	Birmingham-Shuttlesworth International Airport	4
Miami International Airport	Birmingham-Shuttlesworth International Airport	4
Philadelphia International Airport	Birmingham-Shuttlesworth International Airport	4
Dallas Fort Worth International Airport	Del Bajío International Airport	4
Kuala Lumpur International Airport	Suvarnabhumi Airport	18
Narita International Airport	Suvarnabhumi Airport	16
London Heathrow Airport	Bologna Guglielmo Marconi Airport	4
London Heathrow Airport	Kempegowda International Airport	4
Dallas Fort Worth International Airport	Central Illinois Regional Airport at Bloomington-Normal	4
Chicago O'Hare International Airport	Central Illinois Regional Airport at Bloomington-Normal	4
Charlotte Douglas International Airport	Nashville International Airport	4
Ronald Reagan Washington National Airport	Nashville International Airport	4
Dallas Fort Worth International Airport	Nashville International Airport	4
John F Kennedy International Airport	Nashville International Airport	6
Los Angeles International Airport	Nashville International Airport	10
La Guardia Airport	Nashville International Airport	8
Miami International Airport	Nashville International Airport	4
Chicago O'Hare International Airport	Nashville International Airport	6
Philadelphia International Airport	Nashville International Airport	6
Canberra International Airport	Brisbane International Airport	6
Cairns International Airport	Brisbane International Airport	17
Darwin International Airport	Brisbane International Airport	12
Los Angeles International Airport	Brisbane International Airport	8
Melbourne International Airport	Brisbane International Airport	10
Perth International Airport	Brisbane International Airport	8
Sydney Kingsford Smith International Airport	Brisbane International Airport	10
Townsville Airport	Brisbane International Airport	8
Dallas Fort Worth International Airport	El Dorado International Airport	6
Miami International Airport	El Dorado International Airport	10
Phoenix Sky Harbor International Airport	Boise Air Terminal/Gowen field	6
Buffalo Niagara International Airport	General Edward Lawrence Logan International Airport	6
Charlotte Douglas International Airport	General Edward Lawrence Logan International Airport	6
Cancún International Airport	General Edward Lawrence Logan International Airport	10
Ronald Reagan Washington National Airport	General Edward Lawrence Logan International Airport	6
Dallas Fort Worth International Airport	General Edward Lawrence Logan International Airport	8
John F Kennedy International Airport	General Edward Lawrence Logan International Airport	8
Los Angeles International Airport	General Edward Lawrence Logan International Airport	14
La Guardia Airport	General Edward Lawrence Logan International Airport	6
London Heathrow Airport	General Edward Lawrence Logan International Airport	18
Adolfo Suárez Madrid–Barajas Airport	General Edward Lawrence Logan International Airport	8
Harrisburg International Airport	General Edward Lawrence Logan International Airport	4
Miami International Airport	General Edward Lawrence Logan International Airport	4
Narita International Airport	General Edward Lawrence Logan International Airport	4
Chicago O'Hare International Airport	General Edward Lawrence Logan International Airport	10
Portland International Airport	General Edward Lawrence Logan International Airport	6
Philadelphia International Airport	General Edward Lawrence Logan International Airport	6
Phoenix Sky Harbor International Airport	General Edward Lawrence Logan International Airport	6
Pittsburgh International Airport	General Edward Lawrence Logan International Airport	6
Richmond International Airport	General Edward Lawrence Logan International Airport	8
Greater Rochester International Airport	General Edward Lawrence Logan International Airport	4
San Diego International Airport	General Edward Lawrence Logan International Airport	6
Seattle Tacoma International Airport	General Edward Lawrence Logan International Airport	6
Syracuse Hancock International Airport	General Edward Lawrence Logan International Airport	4
Dallas Fort Worth International Airport	Southeast Texas Regional Airport	4
Dallas Fort Worth International Airport	Brownsville South Padre Island International Airport	4
London Heathrow Airport	Brussels Airport	6
Philadelphia International Airport	Brussels Airport	4
Miami International Airport	Presidente Juscelino Kubistschek International Airport	6
London Heathrow Airport	EuroAirport Basel-Mulhouse-Freiburg Airport	6
Charlotte Douglas International Airport	Baton Rouge Metropolitan, Ryan Field	4
Dallas Fort Worth International Airport	Baton Rouge Metropolitan, Ryan Field	4
Ronald Reagan Washington National Airport	Burlington International Airport	4
Philadelphia International Airport	Burlington International Airport	4
London Heathrow Airport	Budapest Ferenc Liszt International Airport	6
Charlotte Douglas International Airport	Buffalo Niagara International Airport	4
Ronald Reagan Washington National Airport	Buffalo Niagara International Airport	4
Chicago O'Hare International Airport	Buffalo Niagara International Airport	6
Philadelphia International Airport	Buffalo Niagara International Airport	4
Portland International Airport	Bob Hope Airport	4
Phoenix Sky Harbor International Airport	Bob Hope Airport	6
Seattle Tacoma International Airport	Bob Hope Airport	4
Charlotte Douglas International Airport	Baltimore/Washington International Thurgood Marshall Airport	8
Dallas Fort Worth International Airport	Baltimore/Washington International Thurgood Marshall Airport	6
John F Kennedy International Airport	Baltimore/Washington International Thurgood Marshall Airport	6
London Heathrow Airport	Baltimore/Washington International Thurgood Marshall Airport	8
Miami International Airport	Baltimore/Washington International Thurgood Marshall Airport	5
Chicago O'Hare International Airport	Baltimore/Washington International Thurgood Marshall Airport	6
Philadelphia International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Phoenix Sky Harbor International Airport	Baltimore/Washington International Thurgood Marshall Airport	7
Charlotte Douglas International Airport	Philip S. W. Goldson International Airport	4
Dallas Fort Worth International Airport	Philip S. W. Goldson International Airport	4
Miami International Airport	Philip S. W. Goldson International Airport	4
Charlotte Douglas International Airport	Columbia Metropolitan Airport	4
Ronald Reagan Washington National Airport	Columbia Metropolitan Airport	4
Dallas Fort Worth International Airport	Columbia Metropolitan Airport	4
Philadelphia International Airport	Columbia Metropolitan Airport	4
Charlotte Douglas International Airport	Akron Canton Regional Airport	4
Ronald Reagan Washington National Airport	Akron Canton Regional Airport	4
Philadelphia International Airport	Akron Canton Regional Airport	4
Melbourne International Airport	Canberra International Airport	6
Sydney Kingsford Smith International Airport	Canberra International Airport	6
Dallas Fort Worth International Airport	Simón Bolívar International Airport	2
John F Kennedy International Airport	Simón Bolívar International Airport	2
Miami International Airport	Simón Bolívar International Airport	6
Luis Munoz Marin International Airport	Simón Bolívar International Airport	2
Charlotte Douglas International Airport	Charles de Gaulle International Airport	4
Dallas Fort Worth International Airport	Charles de Gaulle International Airport	11
John F Kennedy International Airport	Charles de Gaulle International Airport	22
Kuala Lumpur International Airport	Charles de Gaulle International Airport	6
London Heathrow Airport	Charles de Gaulle International Airport	6
Miami International Airport	Charles de Gaulle International Airport	17
Chicago O'Hare International Airport	Charles de Gaulle International Airport	20
Philadelphia International Airport	Charles de Gaulle International Airport	8
Charlotte Douglas International Airport	Lovell Field	4
Ronald Reagan Washington National Airport	Lovell Field	4
Dallas Fort Worth International Airport	Lovell Field	4
Chicago O'Hare International Airport	Lovell Field	4
Sydney Kingsford Smith International Airport	Christchurch International Airport	14
Charlotte Douglas International Airport	Charlottesville Albemarle Airport	4
La Guardia Airport	Charlottesville Albemarle Airport	6
Chicago O'Hare International Airport	Charlottesville Albemarle Airport	4
Philadelphia International Airport	Charlottesville Albemarle Airport	4
Charlotte Douglas International Airport	Charleston Air Force Base-International Airport	4
Ronald Reagan Washington National Airport	Charleston Air Force Base-International Airport	4
Dallas Fort Worth International Airport	Charleston Air Force Base-International Airport	4
Miami International Airport	Charleston Air Force Base-International Airport	4
Philadelphia International Airport	Charleston Air Force Base-International Airport	4
Dallas Fort Worth International Airport	The Eastern Iowa Airport	4
Chicago O'Hare International Airport	The Eastern Iowa Airport	6
Charlotte Douglas International Airport	Cleveland Hopkins International Airport	6
Dallas Fort Worth International Airport	Cleveland Hopkins International Airport	6
John F Kennedy International Airport	Cleveland Hopkins International Airport	6
Miami International Airport	Cleveland Hopkins International Airport	4
Chicago O'Hare International Airport	Cleveland Hopkins International Airport	6
Philadelphia International Airport	Cleveland Hopkins International Airport	4
Dallas Fort Worth International Airport	Easterwood Field	4
Miami International Airport	Alfonso Bonilla Aragon International Airport	10
Port Columbus International Airport	Charlotte Douglas International Airport	4
Yeager Airport	Charlotte Douglas International Airport	2
Cancún International Airport	Charlotte Douglas International Airport	4
Cincinnati Northern Kentucky International Airport	Charlotte Douglas International Airport	6
Cozumel International Airport	Charlotte Douglas International Airport	4
Daytona Beach International Airport	Charlotte Douglas International Airport	4
James M Cox Dayton International Airport	Charlotte Douglas International Airport	4
Ronald Reagan Washington National Airport	Charlotte Douglas International Airport	4
Denver International Airport	Charlotte Douglas International Airport	4
Dallas Fort Worth International Airport	Charlotte Douglas International Airport	4
Des Moines International Airport	Charlotte Douglas International Airport	4
Detroit Metropolitan Wayne County Airport	Charlotte Douglas International Airport	6
Dublin Airport	Charlotte Douglas International Airport	4
Coastal Carolina Regional Airport	Charlotte Douglas International Airport	4
Newark Liberty International Airport	Charlotte Douglas International Airport	6
Fayetteville Regional Grannis Field	Charlotte Douglas International Airport	4
Leonardo da Vinci–Fiumicino Airport	Charlotte Douglas International Airport	4
Fort Lauderdale Hollywood International Airport	Charlotte Douglas International Airport	4
Florence Regional Airport	Charlotte Douglas International Airport	4
Grand Bahama International Airport	Charlotte Douglas International Airport	4
Frankfurt am Main International Airport	Charlotte Douglas International Airport	4
Owen Roberts International Airport	Charlotte Douglas International Airport	4
Gainesville Regional Airport	Charlotte Douglas International Airport	4
Gulfport Biloxi International Airport	Charlotte Douglas International Airport	4
Guarulhos - Governador André Franco Montoro International Airport	Charlotte Douglas International Airport	4
Piedmont Triad International Airport	Charlotte Douglas International Airport	4
Greenville Spartanburg International Airport	Charlotte Douglas International Airport	4
Hilton Head Airport	Charlotte Douglas International Airport	4
Westchester County Airport	Charlotte Douglas International Airport	4
Huntsville International Carl T Jones Field	Charlotte Douglas International Airport	4
Tri-State/Milton J. Ferguson Field	Charlotte Douglas International Airport	4
Washington Dulles International Airport	Charlotte Douglas International Airport	6
George Bush Intercontinental Houston Airport	Charlotte Douglas International Airport	6
Wilmington International Airport	Charlotte Douglas International Airport	4
Indianapolis International Airport	Charlotte Douglas International Airport	4
Jackson-Medgar Wiley Evers International Airport	Charlotte Douglas International Airport	4
Jacksonville International Airport	Charlotte Douglas International Airport	4
John F Kennedy International Airport	Charlotte Douglas International Airport	8
McCarran International Airport	Charlotte Douglas International Airport	4
Los Angeles International Airport	Charlotte Douglas International Airport	4
Blue Grass Airport	Charlotte Douglas International Airport	4
La Guardia Airport	Charlotte Douglas International Airport	6
London Heathrow Airport	Charlotte Douglas International Airport	4
Daniel Oduber Quiros International Airport	Charlotte Douglas International Airport	4
Bill & Hillary Clinton National Airport/Adams Field	Charlotte Douglas International Airport	4
Lynchburg Regional Preston Glenn Field	Charlotte Douglas International Airport	4
Sangster International Airport	Charlotte Douglas International Airport	4
Kansas City International Airport	Charlotte Douglas International Airport	4
Orlando International Airport	Charlotte Douglas International Airport	8
Harrisburg International Airport	Charlotte Douglas International Airport	4
Memphis International Airport	Charlotte Douglas International Airport	4
Licenciado Benito Juarez International Airport	Charlotte Douglas International Airport	4
Montgomery Regional (Dannelly Field) Airport	Charlotte Douglas International Airport	4
Manchester Airport	Charlotte Douglas International Airport	4
Miami International Airport	Charlotte Douglas International Airport	4
General Mitchell International Airport	Charlotte Douglas International Airport	4
Melbourne International Airport	Charlotte Douglas International Airport	4
Mobile Regional Airport	Charlotte Douglas International Airport	4
Minneapolis-St Paul International/Wold-Chamberlain Airport	Charlotte Douglas International Airport	6
Louis Armstrong New Orleans International Airport	Charlotte Douglas International Airport	4
Myrtle Beach International Airport	Charlotte Douglas International Airport	4
Lynden Pindling International Airport	Charlotte Douglas International Airport	4
Albert J Ellis Airport	Charlotte Douglas International Airport	4
Eppley Airfield	Charlotte Douglas International Airport	4
Chicago O'Hare International Airport	Charlotte Douglas International Airport	6
Norfolk International Airport	Charlotte Douglas International Airport	4
Palm Beach International Airport	Charlotte Douglas International Airport	4
Portland International Airport	Charlotte Douglas International Airport	4
Pitt Greenville Airport	Charlotte Douglas International Airport	4
Newport News Williamsburg International Airport	Charlotte Douglas International Airport	4
Philadelphia International Airport	Charlotte Douglas International Airport	4
Phoenix Sky Harbor International Airport	Charlotte Douglas International Airport	4
Pittsburgh International Airport	Charlotte Douglas International Airport	4
Providenciales Airport	Charlotte Douglas International Airport	4
Pensacola Regional Airport	Charlotte Douglas International Airport	4
Punta Cana International Airport	Charlotte Douglas International Airport	4
Theodore Francis Green State Airport	Charlotte Douglas International Airport	4
Portland International Jetport Airport	Charlotte Douglas International Airport	2
Raleigh Durham International Airport	Charlotte Douglas International Airport	4
Richmond International Airport	Charlotte Douglas International Airport	4
Roanoke–Blacksburg Regional Airport	Charlotte Douglas International Airport	4
Greater Rochester International Airport	Charlotte Douglas International Airport	4
Southwest Florida International Airport	Charlotte Douglas International Airport	4
San Diego International Airport	Charlotte Douglas International Airport	4
San Antonio International Airport	Charlotte Douglas International Airport	4
Savannah Hilton Head International Airport	Charlotte Douglas International Airport	4
Salisbury Ocean City Wicomico Regional Airport	Charlotte Douglas International Airport	4
Louisville International Standiford Field	Charlotte Douglas International Airport	4
Seattle Tacoma International Airport	Charlotte Douglas International Airport	4
San Francisco International Airport	Charlotte Douglas International Airport	4
Los Cabos International Airport	Charlotte Douglas International Airport	4
Juan Santamaria International Airport	Charlotte Douglas International Airport	6
Luis Munoz Marin International Airport	Charlotte Douglas International Airport	4
Salt Lake City International Airport	Charlotte Douglas International Airport	6
Sacramento International Airport	Charlotte Douglas International Airport	4
Sarasota Bradenton International Airport	Charlotte Douglas International Airport	4
Lambert St Louis International Airport	Charlotte Douglas International Airport	4
Cyril E. King Airport	Charlotte Douglas International Airport	4
Princess Juliana International Airport	Charlotte Douglas International Airport	4
Syracuse Hancock International Airport	Charlotte Douglas International Airport	4
